Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
10200	-304.0354	-316.1944	12.159	1	0	1	1	0.002450271	0.002450271	0.0002534668	0.005259555	0.006194548	0.006194548	0.005248808	0.005248808	0.472365	0.0856066	0.39966	0.0423686
10300	-307.1784	-322.0689	14.8905	1	0	0	1	0.000265631	0.000265631	1.871656e-05	0.002518956	0.006692743	0.002821447	0.01087929	0.01087929	0.102217	0.162679	0.589627	0.145477
10400	-305.0522	-315.9634	10.91119	1	0	1	1	0.003119266	0.003119266	0.0003912564	0.005316112	0.0054186	0.0054186	0.006260439	0.006260439	0.0889768	0.04297	0.847583	0.0204702
10500	-296.2666	-318.8752	22.60864	0	0	1	0	0.0006091651	0.001166143	0.0002467641	0.00422636	0.006849616	0.006849616	0.002866942	0.006629855	0.207223	0.190327	0.525236	0.0772145
10600	-304.6616	-309.7137	5.05207	1	0	1	1	0.002242132	0.002242132	7.012416e-05	0.005541294	0.006584322	0.006584322	0.01122834	0.01122834	0.360911	0.0577126	0.366925	0.214451
10700	-303.1118	-315.8712	12.75938	1	0	1	1	0.001620205	0.001620205	0.0001594339	0.005952117	0.005394992	0.005394992	0.005751101	0.005751101	0.0348195	0.00415908	0.951637	0.00938446
10800	-303.4041	-312.7455	9.341417	1	0	1	1	0.002314217	0.002314217	9.887323e-05	0.006628736	0.006540409	0.006540409	0.00630605	0.00630605	0.244371	0.151377	0.594976	0.00927627
10900	-297.311	-314.4958	17.18486	0	0	1	1	0.0009532083	0.0002368395	0.0001968257	0.004574583	0.00695045	0.00695045	0.008264073	0.008264073	0.229845	0.191408	0.35535	0.223396
11000	-303.6969	-311.8478	8.150865	1	0	1	1	0.00116005	0.00116005	9.579274e-05	0.005053363	0.006654901	0.006654901	0.00997278	0.00997278	0.147056	0.434324	0.412134	0.00648561
11100	-302.9862	-313.8589	10.87274	1	0	1	1	0.00163394	0.00163394	9.707597e-05	0.004231949	0.006476538	0.006476538	0.00810004	0.00810004	0.00626715	0.170718	0.590597	0.232418
11200	-299.9179	-315.2887	15.37073	0	0	1	1	0.001460396	1.591089e-06	0.0002605537	0.006316105	0.007249964	0.007249964	0.007485202	0.007485202	0.882423	0.0158135	0.0319989	0.0697647
11300	-298.0672	-324.847	26.77983	0	0	1	0	0.001059003	0.000790623	0.0007663681	0.004403831	0.005607963	0.005607963	0.001249975	0.005043221	0.513502	0.121592	0.11363	0.251276
11400	-300.4645	-315.8123	15.34785	0	0	1	1	0.001618295	0.001505605	0.0005595919	0.004808964	0.005876669	0.005876669	0.008424843	0.008424843	0.0454214	0.13597	0.160954	0.657655
11500	-303.6918	-311.2228	7.531013	1	0	1	1	0.002080652	0.002080652	0.0001342017	0.006100417	0.005989662	0.005989662	0.0091779	0.0091779	0.0298588	0.345291	0.573367	0.0514832
11600	-306.8849	-321.6518	14.76688	1	0	1	1	0.001156563	0.001156563	0.0006605366	0.005240199	0.007254556	0.007254556	0.00279785	0.00279785	0.217299	0.189483	0.495614	0.0976039
11700	-305.7525	-315.7203	9.967817	1	0	1	1	0.002094915	0.002094915	0.0004306821	0.006035054	0.00786129	0.00786129	0.00491463	0.00491463	0.459438	0.158712	0.358378	0.0234715
11800	-310.3681	-316.883	6.514899	1	0	1	1	0.003470841	0.003470841	0.0003041245	0.006188299	0.009564184	0.009564184	0.004850345	0.004850345	0.184745	0.341984	0.203248	0.270023
11900	-307.8963	-317.3737	9.477439	1	0	1	1	0.002066846	0.002066846	0.000324756	0.002614216	0.006125597	0.006125597	0.01063707	0.01063707	0.00404653	0.380582	0.471556	0.143815
12000	-297.7473	-315.7347	17.98736	0	0	1	1	0.003119661	8.123478e-05	0.0001209662	0.005812326	0.0063365	0.0063365	0.004998475	0.004998475	0.026767	0.199311	0.410885	0.363037
12100	-300.894	-319.5062	18.61217	0	0	1	1	0.0005728273	0.0007701411	0.0009041869	0.005917841	0.006878805	0.006878805	0.00487505	0.00487505	0.0118174	0.101803	0.486568	0.399811
12200	-301.7452	-315.512	13.76684	0	0	1	1	0.001414844	0.00250907	0.000602427	0.003732757	0.005712014	0.005712014	0.01021536	0.01021536	0.0511363	0.289647	0.594876	0.0643414
12300	-298.2632	-314.6751	16.41186	0	0	1	1	0.0009444504	0.001963273	2.805597e-05	0.004826327	0.007548115	0.007548115	0.006546598	0.006546598	0.13573	0.11728	0.552768	0.194222
12400	-301.7887	-314.5887	12.79996	0	0	1	1	0.0007910893	0.001815826	0.0004949533	0.005902252	0.008001918	0.008001918	0.008032032	0.008032032	0.0286855	0.423859	0.204968	0.342487
